ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-05-01,486,19,
BR-AL,Brazil,Alagoas,2020-05-01,1226,53,
BR-AP,Brazil,Amapa,2020-05-01,1121,37,
BR-AM,Brazil,Amazonas,2020-05-01,5723,476,
BR-BA,Brazil,Bahia,2020-05-01,3085,117,
BR-CE,Brazil,Ceara,2020-05-01,7879,505,
BR-DF,Brazil,Distrito Federal,2020-05-01,1466,30,
BR-ES,Brazil,Espiritu Santo,2020-05-01,2662,96,
BR-GO,Brazil,Goias,2020-05-01,808,29,
BR-MA,Brazil,Maranhao,2020-05-01,3506,204,
BR-MT,Brazil,Mato Grosso,2020-05-01,320,11,
BR-MS,Brazil,Mato Grosso do Sul,2020-05-01,261,9,
BR-MG,Brazil,Minas Gerais,2020-05-01,1935,88,
BR-PA,Brazil,Para,2020-05-01,3176,235,
BR-PB,Brazil,Paraiba,2020-05-01,926,67,
BR-PR,Brazil,Parana,2020-05-01,1447,89,
BR-PE,Brazil,Pernambuco,2020-05-01,7334,603,
BR-PI,Brazil,Piaui,2020-05-01,600,24,
BR-RJ,Brazil,Rio de Janeiro,2020-05-01,10166,921,
BR-RN,Brazil,Rio Grande do Norte,2020-05-01,1297,56,
BR-RS,Brazil,Rio Grande do Sul,2020-05-01,1529,58,
BR-RO,Brazil,Rondonia,2020-05-01,585,18,
BR-RR,Brazil,Roraima,2020-05-01,602,8,
BR-SC,Brazil,Santa Catarina,2020-05-01,2104,48,
BR-SP,Brazil,Sao Paulo,2020-05-01,30374,2511,
BR-SE,Brazil,Sergipe,2020-05-01,517,14,
BR-TO,Brazil,Tocantins,2020-05-01,164,3,
