Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
CABA,Argentina,,0,0,0,,
Buenos Aires,Argentina,,0,0,0,,
Chaco,Argentina,,0,0,0,,
Cordoba,Argentina,,0,0,0,,
Entre Rios,Argentina,,0,0,0,,
Rio Negro,Argentina,,0,0,0,,
Tiera del Fuego,Argentina,,0,0,0,,
Jujuy,Argentina,,0,0,0,,
Salta,Argentina,,0,0,0,,
San Luis,Argentina,,0,0,0,,
Santa Cruz,Argentina,,0,0,0,,
Santa Fe,Argentina,,0,0,0,,
Beni,Bolivia,,0,0,0,,
Chuquisaca,Bolivia,,0,0,0,,
Cochabamba,Bolivia,,0,0,0,,
La Paz,Bolivia,,0,0,0,,
Oruro,Bolivia,,0,0,0,,
Pando,Bolivia,,0,0,0,,
Potosi,Bolivia,,0,0,0,,
Santa Cruz,Bolivia,,0,0,0,,
Tarija,Bolivia,,0,0,0,,
Acre,Brazil,,0,0,0,,
Alagoas,Brazil,,0,0,0,,
Amapa,Brazil,,0,0,0,,
Amazonas,Brazil,,0,0,0,,
Bahia,Brazil,,0,0,0,,
Ceara,Brazil,,0,0,0,,
Distrito Federal,Brazil,,0,0,0,,
Espiritu Santo,Brazil,,0,0,0,,
Goias,Brazil,,0,0,0,,
Maranhao,Brazil,,0,0,0,,
Mato Grosso,Brazil,,0,0,0,,
Mato Grosso do Sul,Brazil,,0,0,0,,
Minas Gerais,Brazil,,0,0,0,,
Para,Brazil,,0,0,0,,
Paraiba,Brazil,,0,0,0,,
Parana,Brazil,,0,0,0,,
Pernambuco,Brazil,,0,0,0,,
Piaui,Brazil,,0,0,0,,
Rio de Janeiro,Brazil,,0,0,0,,
Rio Grande do Norte,Brazil,,0,0,0,,
Rio Grande do Sul,Brazil,,0,0,0,,
Rondonia,Brazil,,0,0,0,,
Roraima,Brazil,,0,0,0,,
Santa Catarina,Brazil,,0,0,0,,
Sao Paulo,Brazil,,0,0,0,,
Sergipe,Brazil,,0,0,0,,
Tocantins,Brazil,,0,0,0,,
Arica y Parinacota,Chile,,0,0,0,,
Tarapaca,Chile,,0,0,0,,
Antofagasta,Chile,,0,0,0,,
Atacama,Chile,,0,0,0,,
Coquimbo,Chile,,0,0,0,,
Valparaiso,Chile,,0,0,0,,
Santiago,Chile,,0,0,0,,
O'Higgins,Chile,,0,0,0,,
Maule,Chile,,0,0,0,,
Nuble,Chile,,0,0,0,,
Biobio,Chile,,0,0,0,,
Araucania,Chile,,0,0,0,,
Los Rios,Chile,,0,0,0,,
Los Lagos,Chile,,0,0,0,,
Aysen,Chile,,0,0,0,,
Magallanes,Chile,,0,0,0,,
Amazonas,Colombia,,0,0,0,,
Antioquia,Colombia,,0,0,0,,
Arauca,Colombia,,0,0,0,,
Atlantico,Colombia,,0,0,0,,
Bogota,Colombia,,0,0,0,,
Bolivar,Colombia,,0,0,0,,
Boyaca,Colombia,,0,0,0,,
Caldas,Colombia,,0,0,0,,
Caqueta,Colombia,,0,0,0,,
Casanare,Colombia,,0,0,0,,
Cauca,Colombia,,0,0,0,,
"Cesar ",Colombia,,0,0,0,,
Choco,Colombia,,0,0,0,,
Cordoba,Colombia,,0,0,0,,
Cundinamarca,Colombia,,0,0,0,,
Guainia,Colombia,,0,0,0,,
Guaviare,Colombia,,0,0,0,,
Huila,Colombia,,0,0,0,,
La Guajira,Colombia,,0,0,0,,
Magdalena,Colombia,,0,0,0,,
Meta,Colombia,,0,0,0,,
Narino,Colombia,,0,0,0,,
Norte de Santander,Colombia,,0,0,0,,
Putumayo,Colombia,,0,0,0,,
Quindio,Colombia,,0,0,0,,
Risaralda,Colombia,,0,0,0,,
San Andres y Providencia,Colombia,,0,0,0,,
Santander,Colombia,,0,0,0,,
Sucre,Colombia,,0,0,0,,
Tolima,Colombia,,0,0,0,,
Valle del Cauca,Colombia,,0,0,0,,
Vaupes,Colombia,,0,0,0,,
Vichada,Colombia,,0,0,0,,
Alajuela,Costa Rica,,0,0,0,,
Cartago,Costa Rica,,0,0,0,,
Guanacaste,Costa Rica,,0,0,0,,
Heredia,Costa Rica,,0,0,0,,
Limon,Costa Rica,,0,0,0,,
Puntarenas,Costa Rica,,0,0,0,,
San Jose,Costa Rica,,0,0,0,,
Azua,Dominican Republic,,0,0,0,,
Baoruco,Dominican Republic,,0,0,0,,
Barahona,Dominican Republic,,0,0,0,,
Dajabon,Dominican Republic,,0,0,0,,
Distrito Nacional,Dominican Republic,,0,0,0,,
Duarte,Dominican Republic,,0,0,0,,
El Seibo,Dominican Republic,,0,0,0,,
Elias Pina,Dominican Republic,,0,0,0,,
Espaillat,Dominican Republic,,0,0,0,,
Hato Mayor,Dominican Republic,,0,0,0,,
Hermanas Mirabal,Dominican Republic,,0,0,0,,
Independencia,Dominican Republic,,0,0,0,,
La Altagracia,Dominican Republic,,0,0,0,,
La Romana,Dominican Republic,,0,0,0,,
La Vega,Dominican Republic,,0,0,0,,
Maria Trinidad Sanchez,Dominican Republic,,0,0,0,,
Monsenor Nouel,Dominican Republic,,0,0,0,,
Monte Cristi,Dominican Republic,,0,0,0,,
Monte Plata,Dominican Republic,,0,0,0,,
Pedernales,Dominican Republic,,0,0,0,,
Peravia,Dominican Republic,,0,0,0,,
Puerto Plata,Dominican Republic,,0,0,0,,
Samana,Dominican Republic,,0,0,0,,
