Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
CABA,Argentina,,,,,,
Buenos Aires,Argentina,,,,,,
Chaco,Argentina,,,,,,
Cordoba,Argentina,,,,,,
Entre Rios,Argentina,,,,,,
Rio Negro,Argentina,,,,,,
Tiera del Fuego,Argentina,,,,,,
Jujuy,Argentina,,,,,,
Salta,Argentina,,,,,,
San Luis,Argentina,,,,,,
Santa Cruz,Argentina,,,,,,
Santa Fe,Argentina,,,,,,
Beni,Bolivia,2020-03-12T16:00:00,0,0,0,,
Chuquisaca,Bolivia,2020-03-12T16:00:00,0,0,0,,
Cochabamba,Bolivia,2020-03-12T16:00:00,1,0,0,,
La Paz,Bolivia,2020-03-12T16:00:00,0,0,0,,
Oruro,Bolivia,2020-03-12T16:00:00,7,0,0,,
Pando,Bolivia,2020-03-12T16:00:00,0,0,0,,
Potosi,Bolivia,2020-03-12T16:00:00,0,0,0,,
Santa Cruz,Bolivia,2020-03-12T16:00:00,2,0,0,,
Tarija,Bolivia,2020-03-12T16:00:00,0,0,0,,
Acre,Brazil,,,,,,
Alagoas,Brazil,,,,,,
Amapa,Brazil,,,,,,
Amazonas,Brazil,,,,,,
Bahia,Brazil,,,,,,
Ceara,Brazil,,,,,,
Distrito Federal,Brazil,,,,,,
Espiritu Santo,Brazil,,,,,,
Goias,Brazil,,,,,,
Maranhao,Brazil,,,,,,
Mato Grosso,Brazil,,,,,,
Mato Grosso do Sul,Brazil,,,,,,
Minas Gerais,Brazil,,,,,,
Para,Brazil,,,,,,
Paraiba,Brazil,,,,,,
Parana,Brazil,,,,,,
Pernambuco,Brazil,,,,,,
Piaui,Brazil,,,,,,
Rio de Janeiro,Brazil,,,,,,
Rio Grande do Norte,Brazil,,,,,,
Rio Grande do Sul,Brazil,,,,,,
Rondonia,Brazil,,,,,,
Roraima,Brazil,,,,,,
Santa Catarina,Brazil,,,,,,
Sao Paulo,Brazil,,,,,,
Sergipe,Brazil,,,,,,
Tocantins,Brazil,,,,,,
Arica y Parinacota,Chile,2020-03-23T05:04:41,0,0,0,-18.539468,-69.714608
Tarapaca,Chile,2020-03-23T05:04:41,0,0,0,-20.099081,-69.456921
Antofagasta,Chile,2020-03-23T05:04:41,0,0,0,-23.446309,-68.998489
Atacama,Chile,2020-03-23T05:04:41,0,0,0,-27.648325,-70.432532
Coquimbo,Chile,2020-03-23T05:04:41,0,0,0,-30.540377,-70.967739
Valparaiso,Chile,2020-03-23T05:04:41,0,0,0,-32.740869,-71.404539
Santiago,Chile,2020-03-23T05:04:41,23,0,0,-33.478729,-70.590026
O'Higgins,Chile,2020-03-23T05:04:41,0,0,0,-34.434588,-71.154459
Maule,Chile,2020-03-23T05:04:41,7,0,0,-35.500972,-71.727129
Nuble,Chile,2020-03-23T05:04:41,1,0,0,-36.60281,-72.073119
Biobio,Chile,2020-03-23T05:04:41,1,0,0,-37.225612,-73.108534
Araucania,Chile,2020-03-23T05:04:41,0,0,0,-38.782228,-72.543252
Los Rios,Chile,2020-03-23T05:04:41,0,0,0,-39.922539,-72.588985
Los Lagos,Chile,2020-03-23T05:04:41,1,0,0,-42.046638,-73.008764
Aysen,Chile,2020-03-23T05:04:41,0,0,0,-46.035339,-73.036435
Magallanes,Chile,2020-03-23T05:04:41,0,0,0,-51.902416,-73.244018
Amazonas,Colombia,2020-03-12T17:00:00,0,0,0,,
Antioquia,Colombia,2020-03-12T17:00:00,4,0,0,,
Arauca,Colombia,2020-03-12T17:00:00,0,0,0,,
Atlantico,Colombia,2020-03-12T17:00:00,0,0,0,,
Bogota,Colombia,2020-03-12T17:00:00,0,0,0,,
Bolivar,Colombia,2020-03-12T17:00:00,1,0,0,,
Boyaca,Colombia,2020-03-12T17:00:00,0,0,0,,
Caldas,Colombia,2020-03-12T17:00:00,0,0,0,,
Caqueta,Colombia,2020-03-12T17:00:00,0,0,0,,
Casanare,Colombia,2020-03-12T17:00:00,0,0,0,,
Cauca,Colombia,2020-03-12T17:00:00,0,0,0,,
Cesar,Colombia,2020-03-12T17:00:00,0,0,0,,
Choco,Colombia,2020-03-12T17:00:00,0,0,0,,
Cordoba,Colombia,2020-03-12T17:00:00,0,0,0,,
Cundinamarca,Colombia,2020-03-12T17:00:00,5,0,0,,
Guainia,Colombia,2020-03-12T17:00:00,0,0,0,,
Guaviare,Colombia,2020-03-12T17:00:00,0,0,0,,
Huila,Colombia,2020-03-12T17:00:00,2,0,0,,
La Guajira,Colombia,2020-03-12T17:00:00,0,0,0,,
Magdalena,Colombia,2020-03-12T17:00:00,0,0,0,,
Meta,Colombia,2020-03-12T17:00:00,0,0,0,,
Narino,Colombia,2020-03-12T17:00:00,0,0,0,,
Norte de Santander,Colombia,2020-03-12T17:00:00,0,0,0,,
Putumayo,Colombia,2020-03-12T17:00:00,0,0,0,,
Quindio,Colombia,2020-03-12T17:00:00,0,0,0,,
Risaralda,Colombia,2020-03-12T17:00:00,0,0,0,,
