Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Duarte,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
El Seibo,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Elias Pina,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Espaillat,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Hato Mayor,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Hermanas Mirabal,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Independencia,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
La Altagracia,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
La Romana,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
La Vega,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Maria Trinidad Sanchez,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Monsenor Nouel,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Monte Cristi,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Monte Plata,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Pedernales,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Peravia,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Puerto Plata,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Samana,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
San Cristobal,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
San Jose de Ocoa,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
San Juan,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
San Pedro de Macoris,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Sanchez Ramirez,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Santiago,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Santiago Rodriguez,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Santo Domingo,Dominican Republic,2020-03-04T16:00:00,1,0,0,,
Valverde,Dominican Republic,2020-03-04T16:00:00,0,0,0,,
Azuay,Ecuador,,,,,,
Bolivar,Ecuador,,,,,,
Canar,Ecuador,,,,,,
Carchi,Ecuador,,,,,,
Chimborazo,Ecuador,,,,,,
Cotopaxi,Ecuador,,,,,,
El Oro,Ecuador,,,,,,
Esmeraldas,Ecuador,,,,,,
Galapagos,Ecuador,,,,,,
Guayas,Ecuador,,,,,,
Imbabura,Ecuador,,,,,,
Loja,Ecuador,,,,,,
Los Rios,Ecuador,,,,,,
Manabi,Ecuador,,,,,,
Morona Santiago,Ecuador,,,,,,
Napo,Ecuador,,,,,,
Orellana,Ecuador,,,,,,
Pastaza,Ecuador,,,,,,
Pichincha,Ecuador,,,,,,
Santa Elena,Ecuador,,,,,,
Santo Domingo de los Tsachilas,Ecuador,,,,,,
Sucumbios,Ecuador,,,,,,
Tungurahua,Ecuador,,,,,,
Zamora-Chinchipe,Ecuador,,,,,,
Ahuachapan,El Salvador,,0,0,0,,
Cabanas,El Salvador,,0,0,0,,
Chalatenango,El Salvador,,0,0,0,,
Cuscatlan,El Salvador,,0,0,0,,
La Libertad,El Salvador,,0,0,0,,
La Paz,El Salvador,,0,0,0,,
La Unión,El Salvador,,0,0,0,,
Morazan,El Salvador,,0,0,0,,
San Miguel,El Salvador,,0,0,0,,
San Vicente,El Salvador,,0,0,0,,
Santa Ana,El Salvador,,0,0,0,,
Sonsonate,El Salvador,,0,0,0,,
Usulutan,El Salvador,,0,0,0,,
Atlantida,Honduras,,0,0,0,,
Choluteca,Honduras,,0,0,0,,
Colon,Honduras,,0,0,0,,
Comayagua,Honduras,,0,0,0,,
Copan,Honduras,,0,0,0,,
Cortes,Honduras,,0,0,0,,
El Paraiso,Honduras,,0,0,0,,
Francisco Morazan,Honduras,,0,0,0,,
Gracias a Dios,Honduras,,0,0,0,,
Intibuca,Honduras,,0,0,0,,
Islas de la Bahia,Honduras,,0,0,0,,
La Paz,Honduras,,0,0,0,,
Lempira,Honduras,,0,0,0,,
Ocotepeque,Honduras,,0,0,0,,
Olancho,Honduras,,0,0,0,,
Santa Barbara,Honduras,,0,0,0,,
Valle,Honduras,,0,0,0,,
Yoro,Honduras,,0,0,0,,
Aguascalientes,Mexico,,,,,,
Baja California,Mexico,,,,,,
Baja California Sur,Mexico,,,,,,
Campeche,Mexico,,,,,,
Chiapas,Mexico,,,,,,
Chihuahua,Mexico,,,,,,
Coahuila,Mexico,,,,,,
Colima,Mexico,,,,,,
Ciudad de Mexico,Mexico,,,,,,
Durango,Mexico,,,,,,
Guanajuato,Mexico,,,,,,
Guerrero,Mexico,,,,,,
Hidalgo,Mexico,,,,,,
Jalisco,Mexico,,,,,,
Mexico,Mexico,,,,,,
Michoacan,Mexico,,,,,,
Morelos,Mexico,,,,,,
Nayarit,Mexico,,,,,,
Nuevo Leon,Mexico,,,,,,
Oaxaca,Mexico,,,,,,
Puebla,Mexico,,,,,,
Queretaro,Mexico,,,,,,
Quintana Roo,Mexico,,,,,,
San Luis Potosi,Mexico,,,,,,
Sinaloa,Mexico,,,,,,
Sinaloa,Mexico,,,,,,
Sonora,Mexico,,,,,,
Tabasco,Mexico,,,,,,
Tamaulipas,Mexico,,,,,,
Tlaxcala,Mexico,,,,,,
Veracruz,Mexico,,,,,,
Yucatan,Mexico,,,,,,
Zacatecas,Mexico,,,,,,
Boaco,Nicaragua,,0,0,0,,
Carazo,Nicaragua,,0,0,0,,
Chinandega,Nicaragua,,0,0,0,,
Chontales,Nicaragua,,0,0,0,,
Estelí,Nicaragua,,0,0,0,,
Granada,Nicaragua,,0,0,0,,
Jinotega,Nicaragua,,0,0,0,,
León,Nicaragua,,0,0,0,,
Madriz,Nicaragua,,0,0,0,,
Managua,Nicaragua,,0,0,0,,
Masaya,Nicaragua,,0,0,0,,
Matagalpa,Nicaragua,,0,0,0,,
Nueva Segovia,Nicaragua,,0,0,0,,
Rivas,Nicaragua,,0,0,0,,
Rio San Juan,Nicaragua,,0,0,0,,
NCCAR,Nicaragua,,0,0,0,,
SCCAR,Nicaragua,,0,0,0,,
Bocas del Toro,Panama,,0,0,0,,
Chiriqui,Panama,,0,0,0,,
Cocle,Panama,,0,0,0,,
Colon,Panama,,0,0,0,,
Darien,Panama,,0,0,0,,
Herrera,Panama,,0,0,0,,
Los Santos,Panama,,0,0,0,,
Panama,Panama,,0,0,0,,
Panama Oeste,Panama,,0,0,0,,
Veraguas,Panama,,0,0,0,,
Embera,Panama,,0,0,0,,
Guna Yala,Panama,,0,0,0,,
Ngabe-Bugle,Panama,,0,0,0,,
Distrito Capital,Paraguay,,0,0,0,,
Concepcion,Paraguay,,0,0,0,,
San Pedro,Paraguay,,0,0,0,,
Cordillera,Paraguay,,0,0,0,,
Guaira,Paraguay,,0,0,0,,
Caaguazu,Paraguay,,0,0,0,,
Caazapa,Paraguay,,0,0,0,,
Itapua,Paraguay,,0,0,0,,
Misiones,Paraguay,,0,0,0,,
Paraguari,Paraguay,,0,0,0,,
Alto Parana,Paraguay,,0,0,0,,
Central,Paraguay,,0,0,0,,
Neembucu,Paraguay,,0,0,0,,
Amambay,Paraguay,,0,0,0,,
Canindeyu,Paraguay,,0,0,0,,
Presidente Hayes,Paraguay,,0,0,0,,
Alto Paraguay,Paraguay,,0,0,0,,
Boqueron,Paraguay,,0,0,0,,
Lima,Peru,,0,0,0,,
Loreto,Peru,,0,0,0,,
Lambayeque,Peru,,0,0,0,,
Callao,Peru,,0,0,0,,
Cusco,Peru,,0,0,0,,
Piura,Peru,,0,0,0,,
La Libertad,Peru,,0,0,0,,
Ancash,Peru,,0,0,0,,
Huanuco,Peru,,0,0,0,,
Arequipa,Peru,,0,0,0,,
Ica,Peru,,0,0,0,,
Madre de dios,Peru,,0,0,0,,
Tumbes,Peru,,0,0,0,,
Cajamarca,Peru,,0,0,0,,
Amazonas,Peru,,0,0,0,,
San Martin,Peru,,0,0,0,,
Ucayali,Peru,,0,0,0,,
Pasco,Peru,,0,0,0,,
Junin,Peru,,0,0,0,,
Huancavelica,Peru,,0,0,0,,
Ayacucho,Peru,,0,0,0,,
Apurimac,Peru,,0,0,0,,
Puno,Peru,,0,0,0,,
Moquegua,Peru,,0,0,0,,
Tacna,Peru,,0,0,0,,
Artigas,Uruguay,,0,0,0,,
Canelones,Uruguay,,0,0,0,,
Cerro Largo,Uruguay,,0,0,0,,
Colonia,Uruguay,,0,0,0,,
Durazno,Uruguay,,0,0,0,,
Flores,Uruguay,,0,0,0,,
Florida,Uruguay,,0,0,0,,
Lavalleja,Uruguay,,0,0,0,,
Maldonado,Uruguay,,0,0,0,,
Montevideo,Uruguay,,0,0,0,,
Paysandu,Uruguay,,0,0,0,,
Rio Negro,Uruguay,,0,0,0,,
Rivera,Uruguay,,0,0,0,,
Rocha,Uruguay,,0,0,0,,
Salto,Uruguay,,0,0,0,,
San Jose,Uruguay,,0,0,0,,
Soriano,Uruguay,,0,0,0,,
Tacuarembo,Uruguay,,0,0,0,,
Treinta y Tres,Uruguay,,0,0,0,,
Amazonas,Venezuela,,0,0,0,,
Anzoategui,Venezuela,,0,0,0,,
Apure,Venezuela,,0,0,0,,
Aragua,Venezuela,,0,0,0,,
Barinas,Venezuela,,0,0,0,,
Bolivar,Venezuela,,0,0,0,,
Carabobo,Venezuela,,0,0,0,,
Cojedes,Venezuela,,0,0,0,,
Delta Amacuro,Venezuela,,0,0,0,,
Falcon,Venezuela,,0,0,0,,
Guarico,Venezuela,,0,0,0,,
Vargas,Venezuela,,0,0,0,,
Lara,Venezuela,,0,0,0,,
Merida,Venezuela,,0,0,0,,
Miranda,Venezuela,,0,0,0,,
Monagas,Venezuela,,0,0,0,,
Nueva Esparta,Venezuela,,0,0,0,,
Portuguesa,Venezuela,,0,0,0,,
Sucre,Venezuela,,0,0,0,,
Tachira,Venezuela,,0,0,0,,
Trujillo,Venezuela,,0,0,0,,
Yaracuy,Venezuela,,0,0,0,,
Zulia,Venezuela,,0,0,0,,
