Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
CABA,Argentina,,,,,,
Buenos Aires,Argentina,,,,,,
Chaco,Argentina,,,,,,
Cordoba,Argentina,,,,,,
Entre Rios,Argentina,,,,,,
Rio Negro,Argentina,,,,,,
Tiera del Fuego,Argentina,,,,,,
Jujuy,Argentina,,,,,,
Salta,Argentina,,,,,,
San Luis,Argentina,,,,,,
Santa Cruz,Argentina,,,,,,
Santa Fe,Argentina,,,,,,
Beni,Bolivia,,,,,,
Chuquisaca,Bolivia,,,,,,
Cochabamba,Bolivia,,,,,,
La Paz,Bolivia,,,,,,
Oruro,Bolivia,,,,,,
Pando,Bolivia,,,,,,
Potosi,Bolivia,,,,,,
Santa Cruz,Bolivia,,,,,,
Tarija,Bolivia,,,,,,
Acre,Brazil,,,,,,
Alagoas,Brazil,,,,,,
Amapa,Brazil,,,,,,
Amazonas,Brazil,,,,,,
Bahia,Brazil,,,,,,
Ceara,Brazil,,,,,,
Distrito Federal,Brazil,,,,,,
Espiritu Santo,Brazil,,,,,,
Goias,Brazil,,,,,,
Maranhao,Brazil,,,,,,
Mato Grosso,Brazil,,,,,,
Mato Grosso do Sul,Brazil,,,,,,
Minas Gerais,Brazil,,,,,,
Para,Brazil,,,,,,
Paraiba,Brazil,,,,,,
Parana,Brazil,,,,,,
Pernambuco,Brazil,,,,,,
Piaui,Brazil,,,,,,
Rio de Janeiro,Brazil,,,,,,
Rio Grande do Norte,Brazil,,,,,,
Rio Grande do Sul,Brazil,,,,,,
Rondonia,Brazil,,,,,,
Roraima,Brazil,,,,,,
Santa Catarina,Brazil,,,,,,
Sao Paulo,Brazil,,,,,,
Sergipe,Brazil,,,,,,
Tocantins,Brazil,,,,,,
Arica y Parinacota,Chile,,,,,,
Tarapaca,Chile,,,,,,
Antofagasta,Chile,,,,,,
Atacama,Chile,,,,,,
Coquimbo,Chile,,,,,,
Valparaiso,Chile,,,,,,
Santiago,Chile,,,,,,
O'Higgins,Chile,,,,,,
Maule,Chile,,,,,,
Nuble,Chile,,,,,,
Biobio,Chile,,,,,,
Araucania,Chile,,,,,,
Los Rios,Chile,,,,,,
Los Lagos,Chile,,,,,,
Aysen,Chile,,,,,,
Magallanes,Chile,,,,,,
Amazonas,Colombia,,,,,,
Antioquia,Colombia,,,,,,
Arauca,Colombia,,,,,,
Atlantico,Colombia,,,,,,
Bogota,Colombia,,,,,,
Bolivar,Colombia,,,,,,
Boyaca,Colombia,,,,,,
Caldas,Colombia,,,,,,
Caqueta,Colombia,,,,,,
Casanare,Colombia,,,,,,
Cauca,Colombia,,,,,,
"Cesar ",Colombia,,,,,,
Choco,Colombia,,,,,,
Cordoba,Colombia,,,,,,
Cundinamarca,Colombia,,,,,,
Guainia,Colombia,,,,,,
Guaviare,Colombia,,,,,,
Huila,Colombia,,,,,,
La Guajira,Colombia,,,,,,
Magdalena,Colombia,,,,,,
Meta,Colombia,,,,,,
Narino,Colombia,,,,,,
Norte de Santander,Colombia,,,,,,
Putumayo,Colombia,,,,,,
Quindio,Colombia,,,,,,
Risaralda,Colombia,,,,,,
San Andres y Providencia,Colombia,,,,,,
Santander,Colombia,,,,,,
Sucre,Colombia,,,,,,
Tolima,Colombia,,,,,,
Valle del Cauca,Colombia,,,,,,
Vaupes,Colombia,,,,,,
Vichada,Colombia,,,,,,
Alajuela,Costa Rica,,,,,,
Cartago,Costa Rica,,,,,,
Guanacaste,Costa Rica,,,,,,
Heredia,Costa Rica,,,,,,
Limon,Costa Rica,,,,,,
Puntarenas,Costa Rica,,,,,,
San Jose,Costa Rica,,,,,,
Azua,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
Baoruco,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
Barahona,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
Dajabon,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
Distrito Nacional,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
Duarte,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
El Seibo,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
Elias Pina,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
Espaillat,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
Hato Mayor,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
Hermanas Mirabal,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
Independencia,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
La Altagracia,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
La Romana,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
La Vega,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
Maria Trinidad Sanchez,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
Monsenor Nouel,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
Monte Cristi,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
Monte Plata,Dominican Republic,2020-03-01T16:00:00,0,0,0,,
