Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
CABA,Argentina,,,,,,
Buenos Aires,Argentina,,,,,,
Chaco,Argentina,,,,,,
Cordoba,Argentina,,,,,,
Entre Rios,Argentina,,,,,,
Rio Negro,Argentina,,,,,,
Tiera del Fuego,Argentina,,,,,,
Jujuy,Argentina,,,,,,
Salta,Argentina,,,,,,
San Luis,Argentina,,,,,,
Santa Cruz,Argentina,,,,,,
Santa Fe,Argentina,,,,,,
Beni,Bolivia,,0,0,0,,
Chuquisaca,Bolivia,,0,0,0,,
Cochabamba,Bolivia,,0,0,0,,
La Paz,Bolivia,,0,0,0,,
Oruro,Bolivia,,0,0,0,,
Pando,Bolivia,,0,0,0,,
Potosi,Bolivia,,0,0,0,,
Santa Cruz,Bolivia,,0,0,0,,
Tarija,Bolivia,,0,0,0,,
Acre,Brazil,,,,,,
Alagoas,Brazil,,,,,,
Amapa,Brazil,,,,,,
Amazonas,Brazil,,,,,,
Bahia,Brazil,,,,,,
Ceara,Brazil,,,,,,
Distrito Federal,Brazil,,,,,,
Espiritu Santo,Brazil,,,,,,
Goias,Brazil,,,,,,
Maranhao,Brazil,,,,,,
Mato Grosso,Brazil,,,,,,
Mato Grosso do Sul,Brazil,,,,,,
Minas Gerais,Brazil,,,,,,
Para,Brazil,,,,,,
Paraiba,Brazil,,,,,,
Parana,Brazil,,,,,,
Pernambuco,Brazil,,,,,,
Piaui,Brazil,,,,,,
Rio de Janeiro,Brazil,,,,,,
Rio Grande do Norte,Brazil,,,,,,
Rio Grande do Sul,Brazil,,,,,,
Rondonia,Brazil,,,,,,
Roraima,Brazil,,,,,,
Santa Catarina,Brazil,,,,,,
Sao Paulo,Brazil,,,,,,
Sergipe,Brazil,,,,,,
Tocantins,Brazil,,,,,,
Arica y Parinacota,Chile,2020-03-09T15:00:00,0,0,0,,
Tarapaca,Chile,2020-03-09T15:00:00,0,0,0,,
Antofagasta,Chile,2020-03-09T15:00:00,0,0,0,,
Atacama,Chile,2020-03-09T15:00:00,0,0,0,,
Coquimbo,Chile,2020-03-09T15:00:00,0,0,0,,
Valparaiso,Chile,2020-03-09T15:00:00,0,0,0,,
Santiago,Chile,2020-03-09T15:00:00,7,0,0,,
O'Higgins,Chile,2020-03-09T15:00:00,0,0,0,,
Maule,Chile,2020-03-09T15:00:00,4,0,0,,
Nuble,Chile,2020-03-09T15:00:00,0,0,0,,
Biobio,Chile,2020-03-09T15:00:00,1,0,0,,
Araucania,Chile,2020-03-09T15:00:00,0,0,0,,
Los Rios,Chile,2020-03-09T15:00:00,0,0,0,,
Los Lagos,Chile,2020-03-09T15:00:00,1,0,0,,
Aysen,Chile,2020-03-09T15:00:00,0,0,0,,
Magallanes,Chile,2020-03-09T15:00:00,0,0,0,,
Amazonas,Colombia,,,,,,
Antioquia,Colombia,,,,,,
Arauca,Colombia,,,,,,
Atlantico,Colombia,,,,,,
Bogota,Colombia,,,,,,
Bolivar,Colombia,,,,,,
Boyaca,Colombia,,,,,,
Caldas,Colombia,,,,,,
Caqueta,Colombia,,,,,,
Casanare,Colombia,,,,,,
Cauca,Colombia,,,,,,
"Cesar ",Colombia,,,,,,
Choco,Colombia,,,,,,
Cordoba,Colombia,"","","","","",""
Cundinamarca,Colombia,"","","","","",""
Guainia,Colombia,"","","","","",""
Guaviare,Colombia,"","","","","",""
Huila,Colombia,"","","","","",""
La Guajira,Colombia,"","","","","",""
Magdalena,Colombia,"","","","","",""
Meta,Colombia,"","","","","",""
Narino,Colombia,"","","","","",""
Norte de Santander,Colombia,"","","","","",""
Putumayo,Colombia,"","","","","",""
Quindio,Colombia,"","","","","",""
Risaralda,Colombia,"","","","","",""
San Andres y Providencia,Colombia,"","","","","",""
Santander,Colombia,"","","","","",""
Sucre,Colombia,"","","","","",""
Tolima,Colombia,"","","","","",""
Valle del Cauca,Colombia,"","","","","",""
Vaupes,Colombia,"","","","","",""
Vichada,Colombia,"","","","","",""
Alajuela,Costa Rica,,,,,,
Cartago,Costa Rica,,,,,,
Guanacaste,Costa Rica,,,,,,
Heredia,Costa Rica,,,,,,
Limon,Costa Rica,,,,,,
Puntarenas,Costa Rica,,,,,,
San Jose,Costa Rica,,,,,,
Azua,Dominican Republic,,,,,,
Baoruco,Dominican Republic,,,,,,
Barahona,Dominican Republic,,,,,,
Dajabon,Dominican Republic,,,,,,
Distrito Nacional,Dominican Republic,,,,,,
Duarte,Dominican Republic,,,,,,
El Seibo,Dominican Republic,,,,,,
Elias Pina,Dominican Republic,,,,,,
Espaillat,Dominican Republic,,,,,,
Hato Mayor,Dominican Republic,,,,,,
Hermanas Mirabal,Dominican Republic,,,,,,
Independencia,Dominican Republic,,,,,,
La Altagracia,Dominican Republic,,,,,,
La Romana,Dominican Republic,,,,,,
La Vega,Dominican Republic,,,,,,
Maria Trinidad Sanchez,Dominican Republic,,,,,,
Monsenor Nouel,Dominican Republic,,,,,,
Monte Cristi,Dominican Republic,,,,,,
